record_id,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,temperature_c,humidity_pct,soil_ph,rainfall_mm,soil_moisture_pct,organic_matter_pct,sunlight_hours,altitude_m,soil_type,region,state,season,irrigation_method,crop_label
SF-01565,121.90,57.80,92.40,27.40,82.90,6.50,1441.10,63.90,2.70,9.40,423.00,black,east,Odisha,perennial,flood,banana
SF-01020,33.80,33.90,36.30,22.70,60.90,6.70,474.20,27.30,1.95,8.50,1140.00,loam,north,Himachal Pradesh,kharif,sprinkler,kidneybeans
SF-01601,126.50,44.40,105.70,28.60,81.40,6.60,2090.80,47.50,3.30,9.90,314.00,loam,east,Bihar,perennial,drip,banana
SF-01505,40.30,45.50,45.10,24.00,49.40,6.90,825.10,30.00,2.34,10.90,475.00,sandy_loam,south,Karnataka,kharif,drip,groundnut
SF-00960,44.00,31.60,48.50,24.90,58.20,8.00,1114.70,24.00,2.19,10.00,430.00,black,west,Maharashtra,kharif,drip,pigeonpea
SF-01806,62.00,23.40,67.80,15.30,63.60,6.10,839.30,53.70,3.07,6.90,2304.00,sandy_loam,north,Uttarakhand,rabi,drip,apple
SF-00284,67.20,43.90,78.30,23.90,50.30,7.00,744.00,48.10,2.11,9.10,556.00,red,plateau,Jharkhand,zaid,drip,maize
SF-00798,31.90,50.10,46.20,28.80,34.70,7.50,478.90,22.30,1.66,9.90,781.00,loam,central,Chhattisgarh,rabi,sprinkler,chickpea
SF-01566,104.40,55.20,116.50,29.60,84.50,6.00,1739.50,56.00,3.32,9.00,29.00,black,coastal,Andhra Pradesh,kharif,flood,banana
SF-00226,94.40,42.30,48.20,17.30,59.20,6.60,637.00,29.30,2.77,9.40,1251.00,loam,north,Himachal Pradesh,rabi,sprinkler,wheat
SF-00027,115.40,44.50,70.10,30.70,83.70,6.30,2112.00,64.60,2.44,7.40,464.00,clay,south,Tamil Nadu,perennial,canal,rice
SF-01701,84.70,47.90,92.00,16.40,67.30,5.60,780.60,45.00,2.41,7.40,1258.00,sandy_loam,hill,Jammu and Kashmir,rabi,sprinkler,potato
SF-00438,104.50,57.40,76.90,31.10,80.50,7.00,1696.70,61.70,2.55,10.40,514.00,black,west,Rajasthan,kharif,canal,sugarcane
SF-01869,55.40,26.90,55.50,16.20,68.30,6.00,975.90,56.60,4.65,8.20,2685.00,loam,hill,Arunachal Pradesh,perennial,sprinkler,apple
SF-01389,41.00,50.50,46.50,30.30,70.80,6.90,641.20,41.90,1.59,9.70,222.00,black,east,Bihar,kharif,rainfed,blackgram
SF-00230,87.10,41.60,52.60,19.10,50.40,6.60,678.40,32.00,2.19,8.70,904.00,loam,plateau,Maharashtra,rabi,canal,wheat
SF-00038,93.50,54.60,70.90,26.20,74.70,5.30,1925.40,85.10,2.68,7.20,478.00,alluvial,coastal,Andhra Pradesh,perennial,flood,rice
SF-00750,36.40,57.50,43.90,23.40,35.10,6.70,328.00,21.30,2.22,10.80,659.00,black,west,Maharashtra,rabi,rainfed,chickpea
SF-01046,34.20,47.40,49.90,25.20,64.60,6.70,783.10,35.20,2.18,6.50,1028.00,sandy_loam,west,Maharashtra,kharif,drip,kidneybeans
SF-01399,39.30,52.50,55.10,26.00,78.30,6.70,841.90,36.20,1.34,8.90,246.00,sandy_loam,east,Assam,kharif,rainfed,blackgram
SF-00470,101.30,42.10,67.50,33.30,74.80,6.60,2106.60,69.70,3.09,9.30,357.00,alluvial,west,Maharashtra,kharif,canal,sugarcane
SF-01629,105.40,53.40,108.50,28.60,84.70,6.20,1449.10,68.80,3.28,9.00,486.00,black,coastal,Andhra Pradesh,kharif,flood,banana
SF-01888,61.50,39.20,78.10,13.20,70.40,6.00,623.70,43.60,3.35,7.60,2162.00,silty_loam,hill,Himachal Pradesh,perennial,drip,apple
SF-00688,85.60,46.80,37.90,30.00,89.40,6.60,2033.50,63.30,2.47,8.20,250.00,silty_loam,east,West Bengal,kharif,rainfed,jute
SF-01771,91.70,53.30,80.20,16.30,74.40,5.60,591.20,45.80,2.09,6.80,1530.00,sandy_loam,hill,Uttarakhand,rabi,drip,potato
SF-00640,109.50,46.30,48.90,33.20,89.40,6.60,1871.10,73.20,2.55,8.70,458.00,silty_loam,coastal,Goa,kharif,flood,jute
SF-01672,113.20,68.90,100.40,27.10,82.20,5.90,1909.00,67.60,3.07,9.30,302.00,black,coastal,Odisha,perennial,drip,banana
SF-01219,30.30,49.00,45.40,27.60,69.00,6.70,707.00,30.00,2.05,9.70,384.00,red,west,Gujarat,kharif,drip,mungbean
SF-01159,34.20,39.60,41.60,22.60,51.40,6.40,363.30,23.80,1.64,8.60,848.00,sandy_loam,hill,Jammu and Kashmir,rabi,sprinkler,lentil
SF-01416,33.80,35.00,43.50,27.40,73.10,7.10,876.70,39.90,1.75,8.60,694.00,sandy_loam,coastal,Goa,kharif,rainfed,blackgram
SF-01528,40.00,64.80,56.10,23.80,53.70,6.90,798.90,26.40,2.30,9.80,507.00,red,coastal,Goa,zaid,drip,groundnut
SF-01594,139.20,60.50,102.50,29.40,81.60,6.20,1874.70,58.80,2.69,9.80,485.00,loam,south,Andhra Pradesh,perennial,drip,banana
SF-01301,25.60,47.00,36.90,25.70,57.40,6.60,595.10,33.80,1.70,9.50,990.00,sandy_loam,west,Goa,kharif,drip,mungbean
SF-01766,89.10,48.30,95.80,23.80,74.10,6.00,584.00,47.40,2.17,7.10,1491.00,sandy_loam,central,Chhattisgarh,rabi,drip,potato
SF-00801,35.80,62.90,41.00,19.30,46.60,6.90,520.40,19.60,1.72,9.80,546.00,sandy_loam,west,Gujarat,rabi,sprinkler,chickpea
SF-00161,91.10,44.20,46.70,16.00,58.80,7.20,683.20,39.10,1.97,9.30,1589.00,alluvial,plateau,Telangana,rabi,sprinkler,wheat
SF-00957,52.00,42.60,50.90,28.80,54.50,6.70,1006.80,34.50,2.02,8.80,438.00,black,south,Tamil Nadu,kharif,drip,pigeonpea
SF-01187,27.60,51.90,35.20,16.40,38.00,7.00,340.70,20.10,1.72,9.20,888.00,sandy_loam,north,Haryana,rabi,rainfed,lentil
SF-00822,32.80,47.00,48.60,21.00,45.40,7.20,679.90,33.80,1.42,8.90,335.00,loam,central,Madhya Pradesh,rabi,rainfed,chickpea
SF-01619,86.40,57.60,108.10,27.10,85.70,6.40,2152.80,70.70,2.84,9.60,490.00,alluvial,coastal,Kerala,kharif,flood,banana
SF-00878,48.60,39.40,65.70,27.80,50.90,6.60,1086.00,37.60,2.34,10.30,753.00,black,plateau,Chhattisgarh,kharif,drip,pigeonpea
SF-00914,50.20,39.20,38.40,26.50,60.50,6.40,726.50,30.80,1.75,8.60,701.00,red,plateau,Karnataka,kharif,drip,pigeonpea
SF-00153,90.00,49.30,48.90,18.90,55.40,6.90,726.80,30.10,2.33,8.90,886.00,silty_loam,plateau,Maharashtra,rabi,canal,wheat
SF-01764,82.30,59.60,96.80,20.70,70.30,6.00,597.40,45.20,2.47,7.70,1957.00,sandy_loam,hill,Uttarakhand,rabi,drip,potato
SF-01707,81.20,57.70,89.50,15.50,52.50,6.50,757.60,26.60,2.34,7.90,1202.00,silty_loam,hill,Uttarakhand,rabi,sprinkler,potato
SF-00510,67.50,44.70,57.10,26.20,66.20,7.00,1101.30,25.20,1.91,11.80,506.00,loam,west,Goa,kharif,sprinkler,cotton
SF-01136,23.50,43.00,43.10,14.70,64.90,7.70,365.50,24.30,1.52,8.40,680.00,loam,hill,Uttarakhand,rabi,sprinkler,lentil
SF-01251,28.80,40.20,39.10,28.90,67.30,7.00,699.80,34.50,1.70,8.40,455.00,loam,central,Chhattisgarh,kharif,rainfed,mungbean
SF-01602,105.80,58.50,110.00,30.10,80.60,6.30,1781.20,54.20,2.34,9.90,534.00,black,coastal,Odisha,kharif,flood,banana
SF-00104,119.20,41.80,65.70,25.70,79.00,6.70,1925.70,72.90,1.72,8.70,500.00,clay,south,Karnataka,perennial,canal,rice
SF-01446,55.20,44.60,64.00,24.60,57.00,6.50,925.10,28.50,2.29,11.40,398.00,sandy_loam,south,Kerala,zaid,drip,groundnut
SF-01444,43.50,48.60,46.80,25.50,54.70,6.50,818.70,24.90,2.04,9.70,266.00,loam,south,Tamil Nadu,zaid,sprinkler,groundnut
SF-00587,71.10,32.50,55.20,29.40,62.80,7.00,911.60,25.00,1.83,10.50,756.00,red,south,Telangana,kharif,sprinkler,cotton
SF-01784,90.70,51.50,113.80,23.60,72.70,5.30,738.40,39.80,2.28,6.90,1002.00,sandy_loam,north,Himachal Pradesh,rabi,sprinkler,potato
SF-01144,22.30,40.10,27.50,14.30,60.00,6.50,476.30,36.90,2.20,8.60,1018.00,sandy_loam,hill,Arunachal Pradesh,rabi,sprinkler,lentil
SF-00054,114.10,42.10,62.40,27.50,76.20,5.80,2207.20,67.80,2.07,7.40,588.00,clay,east,Odisha,perennial,flood,rice
SF-00152,94.70,39.10,56.70,18.40,57.60,6.60,663.50,32.10,1.56,8.60,965.00,loam,plateau,Maharashtra,rabi,sprinkler,wheat
SF-00404,109.10,49.00,81.80,25.90,75.00,7.00,1316.00,59.60,2.50,9.90,356.00,black,west,Gujarat,perennial,flood,sugarcane
SF-01864,61.60,29.80,66.60,12.80,66.10,5.70,1236.40,43.10,3.36,6.30,1634.00,loam,hill,Himachal Pradesh,perennial,sprinkler,apple
SF-00208,109.50,38.10,57.20,14.60,48.20,7.30,770.80,37.90,1.84,9.40,1019.00,alluvial,central,Madhya Pradesh,rabi,canal,wheat
SF-01819,51.00,44.60,65.00,17.90,59.10,6.00,1029.20,35.70,3.83,6.50,2511.00,silty_loam,north,Punjab,perennial,sprinkler,apple
SF-01123,34.00,52.30,30.80,15.00,55.90,7.10,362.20,28.90,1.58,8.00,902.00,silty_loam,north,Himachal Pradesh,rabi,sprinkler,lentil
SF-01683,75.00,67.80,89.90,13.20,60.20,6.00,763.50,54.30,1.88,7.60,1503.00,loam,hill,Uttarakhand,rabi,sprinkler,potato
SF-00009,91.30,49.80,64.70,26.50,75.00,6.30,1928.70,71.50,2.51,8.50,360.00,clay,east,Jharkhand,kharif,canal,rice
SF-01015,45.80,54.90,64.40,16.00,53.80,6.20,697.40,27.10,1.72,8.40,1012.00,sandy_loam,hill,Arunachal Pradesh,kharif,sprinkler,kidneybeans
SF-01812,54.00,41.70,79.10,16.30,60.30,5.90,1489.60,38.50,2.96,7.70,2018.00,sandy_loam,north,Jammu and Kashmir,rabi,sprinkler,apple
SF-01061,37.10,45.90,49.20,24.70,77.20,6.90,545.20,32.70,1.85,8.30,649.00,red,west,Rajasthan,rabi,sprinkler,kidneybeans
SF-00453,119.30,39.00,79.10,31.90,75.30,6.50,1555.20,66.40,2.11,10.90,419.00,alluvial,central,Chhattisgarh,perennial,drip,sugarcane
SF-00254,93.00,50.50,61.50,20.70,60.80,6.70,875.90,43.40,1.89,9.50,705.00,red,plateau,Chhattisgarh,zaid,drip,maize
SF-01328,28.60,49.00,45.40,27.60,65.60,6.10,501.90,41.10,1.80,10.10,166.00,loam,coastal,Kerala,kharif,drip,blackgram
SF-00897,44.20,45.30,60.60,31.70,46.30,7.10,928.20,28.10,2.11,8.40,805.00,black,plateau,Chhattisgarh,kharif,drip,pigeonpea
SF-01667,112.10,64.40,112.60,28.70,88.20,6.40,2208.20,59.70,2.28,9.50,467.00,black,east,Jharkhand,perennial,flood,banana
SF-00881,47.80,38.80,71.30,26.60,61.70,7.10,848.70,30.00,2.00,8.90,591.00,red,plateau,Karnataka,kharif,rainfed,pigeonpea
SF-01596,86.40,62.30,92.00,31.40,84.90,6.70,1733.60,50.00,3.10,9.30,109.00,alluvial,coastal,Kerala,kharif,drip,banana
SF-01813,65.60,44.30,59.00,9.70,66.30,5.80,1367.60,46.00,2.89,6.80,1863.00,loam,hill,Himachal Pradesh,rabi,drip,apple
SF-00624,97.10,36.40,51.70,29.80,91.10,6.80,2038.50,71.40,2.25,9.30,377.00,alluvial,east,Odisha,kharif,flood,jute
SF-00346,71.00,41.90,58.60,28.00,65.10,6.30,494.40,37.00,2.45,9.30,800.00,red,plateau,Maharashtra,kharif,drip,maize
SF-01912,53.30,60.00,39.40,15.30,65.40,6.10,1213.10,45.90,3.06,7.50,2309.00,silty_loam,north,Uttarakhand,perennial,drip,apple
SF-00263,70.30,31.80,43.50,26.40,77.50,7.10,573.50,48.90,2.51,8.50,524.00,sandy_loam,central,Madhya Pradesh,kharif,canal,maize
SF-01322,37.10,45.40,47.80,26.40,77.40,6.40,945.90,38.30,1.88,9.30,543.00,black,south,Telangana,kharif,drip,blackgram
SF-01439,34.50,61.00,40.70,28.40,69.30,6.90,670.30,39.00,2.15,8.70,478.00,sandy_loam,south,Telangana,kharif,drip,blackgram
SF-00151,97.60,35.20,60.70,16.70,51.70,7.30,715.20,25.90,2.59,9.90,797.00,silty_loam,plateau,Jharkhand,rabi,sprinkler,wheat
SF-00473,125.20,36.30,77.80,38.60,78.90,6.40,1870.50,52.00,3.09,9.20,464.00,loam,central,Madhya Pradesh,kharif,canal,sugarcane
SF-00641,99.00,39.70,61.20,26.20,83.90,7.00,2314.10,65.10,2.24,8.50,432.00,alluvial,coastal,Kerala,kharif,flood,jute
SF-01903,40.00,37.90,60.40,19.00,59.60,6.30,1077.70,36.00,2.96,8.50,2035.00,loam,hill,Uttarakhand,perennial,sprinkler,apple
SF-01874,66.50,46.40,79.80,15.30,62.10,6.20,1029.40,60.80,2.97,7.80,1537.00,silty_loam,hill,Arunachal Pradesh,perennial,sprinkler,apple
SF-00551,73.20,33.00,62.30,27.30,50.70,7.00,836.10,33.40,1.56,10.20,475.00,red,central,Chhattisgarh,kharif,drip,cotton
SF-00929,39.80,50.00,68.70,26.80,64.60,6.70,910.70,23.70,2.00,9.50,875.00,red,plateau,Chhattisgarh,kharif,drip,pigeonpea
SF-00489,63.60,42.80,56.50,24.80,52.20,7.00,516.80,32.30,2.02,10.80,965.00,red,west,Maharashtra,kharif,drip,cotton
SF-01741,89.10,41.50,97.80,16.10,70.50,5.70,870.90,46.50,2.06,7.70,2393.00,loam,central,Madhya Pradesh,rabi,drip,potato
SF-01172,37.30,48.90,52.20,14.60,48.70,6.90,398.20,16.70,2.18,7.90,803.00,silty_loam,east,Odisha,rabi,sprinkler,lentil
SF-00147,97.60,33.20,47.70,17.60,52.20,7.20,524.70,31.00,1.80,9.60,613.00,alluvial,plateau,Telangana,rabi,canal,wheat
SF-01641,100.40,62.00,104.10,31.70,90.50,6.50,1617.00,51.50,3.22,10.40,445.00,alluvial,coastal,Tamil Nadu,perennial,flood,banana
SF-01850,60.70,41.80,54.10,14.60,67.50,5.80,1144.80,40.50,3.31,8.00,2034.00,silty_loam,hill,Arunachal Pradesh,perennial,sprinkler,apple
SF-00403,124.30,49.10,83.10,29.70,76.30,6.80,1295.40,59.50,2.41,9.00,719.00,alluvial,west,Goa,perennial,canal,sugarcane
SF-00955,51.60,53.80,52.80,32.90,60.80,7.30,953.60,27.70,2.06,9.80,493.00,red,south,Karnataka,kharif,drip,pigeonpea
SF-01802,74.50,42.70,57.70,15.40,59.20,6.20,1053.00,39.80,2.81,9.00,2134.00,silty_loam,hill,Arunachal Pradesh,rabi,sprinkler,apple
SF-00660,90.00,41.40,64.80,28.00,82.80,6.30,1995.20,77.40,2.68,8.00,530.00,clay,coastal,Andhra Pradesh,kharif,rainfed,jute
SF-01373,44.80,49.80,43.10,31.10,55.50,6.70,740.80,35.60,1.43,9.30,583.00,black,coastal,Andhra Pradesh,kharif,rainfed,blackgram
SF-00464,97.70,45.70,62.80,32.70,76.80,6.60,1818.10,57.00,3.22,10.50,576.00,loam,south,Kerala,kharif,drip,sugarcane
SF-01350,35.50,48.30,41.30,24.10,59.50,7.00,794.20,33.80,1.87,9.40,432.00,loam,east,Jharkhand,kharif,rainfed,blackgram
SF-00187,101.90,42.60,49.10,15.70,59.20,7.10,555.50,32.70,1.32,9.60,1022.00,silty_loam,central,Chhattisgarh,rabi,canal,wheat
SF-01148,37.00,41.50,45.70,17.90,55.10,6.80,369.30,25.40,2.04,8.50,531.00,silty_loam,central,Chhattisgarh,rabi,rainfed,lentil
SF-01225,39.30,44.80,42.50,21.10,59.70,7.20,646.70,36.20,1.76,10.20,540.00,red,south,Tamil Nadu,zaid,drip,mungbean
SF-00609,89.60,44.40,35.90,27.00,89.60,7.10,2251.40,75.50,2.73,8.80,304.00,clay,coastal,Kerala,kharif,rainfed,jute
SF-00144,100.70,27.30,61.20,8.10,54.30,7.30,616.90,24.90,1.64,10.10,240.00,silty_loam,north,Uttarakhand,rabi,canal,wheat
SF-00752,34.70,63.60,43.50,14.50,52.10,7.80,530.10,24.60,1.30,9.50,908.00,sandy_loam,north,Himachal Pradesh,rabi,rainfed,chickpea
SF-01535,48.00,57.90,54.40,24.50,60.50,7.00,734.50,26.60,1.66,9.20,473.00,red,coastal,Kerala,zaid,drip,groundnut
SF-00982,48.90,57.00,51.00,20.80,58.10,6.80,562.00,29.60,1.96,8.20,845.00,sandy_loam,central,Chhattisgarh,rabi,sprinkler,kidneybeans
SF-00198,103.60,39.40,49.60,11.60,54.00,6.90,746.90,28.50,2.55,9.10,601.00,silty_loam,central,Chhattisgarh,rabi,sprinkler,wheat
SF-01634,92.60,54.90,118.10,23.90,81.60,6.50,1659.90,55.10,3.85,9.70,625.00,loam,east,Odisha,kharif,drip,banana
SF-00884,36.90,43.10,65.50,24.40,63.60,6.90,1036.60,31.20,1.86,9.50,517.00,black,south,Telangana,kharif,rainfed,pigeonpea
SF-00280,112.40,48.40,61.00,24.80,48.40,6.20,1037.10,35.10,1.97,9.40,334.00,loam,plateau,Chhattisgarh,zaid,canal,maize
SF-00294,80.80,33.00,57.70,21.20,64.70,6.50,1055.10,42.00,2.61,9.00,614.00,sandy_loam,west,Gujarat,zaid,drip,maize
SF-01753,104.20,59.30,113.50,20.90,74.30,5.90,730.60,48.20,2.08,6.80,1362.00,sandy_loam,central,Chhattisgarh,rabi,sprinkler,potato
SF-00401,104.80,42.10,77.10,28.30,74.80,7.10,1989.80,68.30,1.97,10.20,580.00,alluvial,south,Karnataka,kharif,flood,sugarcane
SF-00123,69.90,45.90,41.60,17.20,56.90,7.30,631.40,28.90,1.83,10.30,956.00,alluvial,north,Haryana,rabi,sprinkler,wheat
SF-01208,38.90,47.90,44.50,32.70,50.60,7.10,640.50,38.20,1.79,8.70,397.00,red,south,Telangana,zaid,drip,mungbean
SF-00203,92.50,44.40,63.90,18.50,48.30,7.10,778.40,31.30,2.33,9.10,367.00,silty_loam,central,Chhattisgarh,rabi,canal,wheat
SF-01463,37.80,40.50,53.00,27.30,57.20,7.00,630.00,22.60,1.06,10.40,39.00,loam,coastal,Goa,kharif,drip,groundnut
SF-00836,36.80,45.30,52.20,27.30,37.30,7.50,544.90,27.20,2.26,10.80,542.00,loam,central,Chhattisgarh,rabi,sprinkler,chickpea
SF-00247,70.90,45.50,56.50,28.40,62.20,6.20,990.90,37.70,2.31,9.10,1011.00,sandy_loam,north,Haryana,kharif,drip,maize
SF-01440,40.20,49.00,46.30,28.60,68.10,6.10,814.10,35.00,1.67,9.70,635.00,black,coastal,Kerala,kharif,drip,blackgram
SF-01825,74.00,28.90,63.50,12.30,73.00,6.10,1196.70,30.40,2.46,8.80,2119.00,silty_loam,north,Uttarakhand,perennial,drip,apple
SF-01805,62.10,39.40,62.90,11.20,70.70,6.20,1150.90,57.80,3.50,8.30,2202.00,silty_loam,hill,Uttarakhand,perennial,sprinkler,apple
SF-01154,38.10,38.50,48.30,16.60,45.80,6.80,352.00,17.70,1.96,9.70,244.00,loam,central,Chhattisgarh,rabi,sprinkler,lentil
SF-01427,30.00,40.30,31.70,29.40,76.10,6.40,839.10,37.30,1.78,8.30,277.00,sandy_loam,coastal,Andhra Pradesh,kharif,rainfed,blackgram
SF-00385,112.40,53.10,94.20,25.40,68.60,6.50,2201.50,66.50,2.60,10.00,297.00,alluvial,coastal,Kerala,kharif,flood,sugarcane
SF-01690,78.30,50.40,103.20,12.30,67.70,6.00,631.40,47.60,2.37,6.60,1536.00,sandy_loam,north,Uttar Pradesh,rabi,drip,potato
SF-00855,43.10,41.60,41.70,21.80,61.20,6.80,728.10,30.30,1.90,9.20,51.00,red,west,Goa,kharif,drip,pigeonpea
SF-01590,109.30,65.10,127.60,25.60,82.90,6.70,1708.60,64.90,3.26,10.30,809.00,loam,coastal,Tamil Nadu,perennial,drip,banana
SF-00220,88.10,39.10,43.70,19.90,57.90,6.60,734.20,29.60,1.53,10.10,643.00,alluvial,plateau,Karnataka,rabi,sprinkler,wheat
SF-00642,98.10,50.30,61.70,25.60,85.80,7.40,1801.30,70.20,2.57,8.60,378.00,silty_loam,east,West Bengal,kharif,flood,jute
SF-00002,111.90,43.00,66.00,25.60,87.10,6.20,2007.60,65.70,3.01,7.40,329.00,silty_loam,coastal,Kerala,kharif,flood,rice
SF-00113,126.20,48.20,63.10,29.40,87.20,5.60,1664.50,71.30,2.20,8.30,347.00,silty_loam,coastal,Kerala,perennial,canal,rice
SF-00699,104.00,48.80,48.20,33.40,79.10,7.20,2190.60,66.90,2.51,8.50,380.00,clay,east,Bihar,kharif,rainfed,jute
SF-01837,56.20,38.50,71.10,9.70,74.10,6.30,529.60,45.50,3.79,7.70,1945.00,silty_loam,hill,Uttarakhand,perennial,sprinkler,apple
SF-00952,40.80,48.10,52.20,25.70,61.30,6.70,855.30,23.10,1.99,10.10,512.00,red,plateau,Jharkhand,kharif,drip,pigeonpea
SF-01649,104.50,47.60,80.90,30.10,87.20,6.90,1827.50,51.50,2.95,9.30,358.00,black,east,West Bengal,kharif,flood,banana
SF-01637,129.00,64.20,91.40,31.80,83.40,6.10,2092.60,44.70,3.31,9.10,316.00,black,south,Tamil Nadu,kharif,flood,banana
SF-01682,93.70,43.60,94.40,15.60,71.60,5.30,740.20,51.80,2.42,6.70,709.00,sandy_loam,hill,Sikkim,rabi,drip,potato
SF-01411,35.90,42.60,33.80,28.00,63.10,7.00,784.30,41.00,1.93,9.00,194.00,black,south,Karnataka,kharif,drip,blackgram
SF-01410,25.70,48.50,39.00,27.20,78.20,6.40,756.20,36.60,2.06,8.50,781.00,black,east,Assam,kharif,rainfed,blackgram
SF-01534,34.90,47.20,43.50,24.20,50.00,7.10,927.90,27.30,1.35,10.40,175.00,red,coastal,Kerala,kharif,drip,groundnut
SF-01292,37.80,44.30,45.60,32.70,60.70,6.50,758.80,36.40,1.78,10.10,458.00,red,west,Goa,kharif,rainfed,mungbean
SF-01738,78.70,48.40,86.10,15.30,76.10,5.90,599.10,45.20,1.76,8.30,2173.00,sandy_loam,central,Madhya Pradesh,rabi,drip,potato
SF-00442,120.00,44.30,57.00,27.90,83.30,6.90,2304.50,61.10,3.52,10.10,454.00,black,south,Tamil Nadu,perennial,canal,sugarcane
SF-01521,49.70,42.00,51.60,30.60,57.90,7.00,667.40,19.90,2.00,10.30,596.00,sandy_loam,south,Telangana,kharif,sprinkler,groundnut
SF-01137,18.90,35.00,33.60,14.20,51.60,6.60,336.70,21.10,1.40,8.20,563.00,sandy_loam,hill,Jammu and Kashmir,rabi,sprinkler,lentil
SF-01257,32.10,47.50,39.40,31.60,47.70,6.70,800.10,28.10,1.67,9.90,816.00,loam,central,Chhattisgarh,kharif,drip,mungbean
SF-01790,93.20,49.70,83.00,24.30,65.20,5.10,676.30,32.40,1.95,7.00,1515.00,sandy_loam,hill,Uttarakhand,rabi,drip,potato
SF-01632,121.30,57.90,105.80,35.00,89.00,6.40,1640.20,61.20,2.58,10.10,612.00,black,east,Bihar,kharif,drip,banana
SF-01398,32.30,35.40,34.30,26.80,60.30,6.70,793.80,35.50,1.78,8.70,380.00,black,east,Odisha,kharif,rainfed,blackgram
SF-00664,107.70,40.70,54.20,32.00,85.20,7.10,1964.40,78.80,2.75,8.80,369.00,clay,coastal,Andhra Pradesh,kharif,flood,jute
SF-01763,76.00,51.80,99.00,18.50,66.80,5.70,874.10,49.20,2.42,7.80,1007.00,loam,north,Punjab,rabi,sprinkler,potato
SF-01258,27.60,35.40,31.80,24.50,71.50,6.70,703.90,27.50,1.95,10.70,315.00,sandy_loam,plateau,Chhattisgarh,zaid,rainfed,mungbean
SF-01704,95.40,42.40,79.30,18.90,73.00,5.90,647.50,35.00,2.42,8.40,1356.00,silty_loam,north,Himachal Pradesh,rabi,drip,potato
SF-00318,88.00,29.80,38.00,25.90,56.60,5.90,928.80,53.30,2.66,9.30,602.00,red,plateau,Maharashtra,kharif,drip,maize
SF-00649,97.20,36.20,52.50,29.30,85.10,6.40,1956.10,63.30,2.81,7.30,202.00,clay,east,Odisha,kharif,flood,jute
SF-01435,32.60,52.80,51.80,27.30,71.10,6.70,588.40,44.10,2.46,9.70,322.00,black,coastal,Goa,kharif,rainfed,blackgram
SF-01480,44.60,57.80,61.40,23.00,60.10,6.40,806.80,27.70,1.49,11.00,316.00,sandy_loam,south,Tamil Nadu,zaid,sprinkler,groundnut
SF-00710,90.50,40.80,49.60,29.80,82.90,6.60,1996.00,88.50,2.42,7.20,117.00,alluvial,coastal,Tamil Nadu,kharif,rainfed,jute
SF-01383,33.90,42.60,38.80,29.70,71.50,5.90,754.10,23.40,1.89,9.40,427.00,black,south,Tamil Nadu,kharif,drip,blackgram
SF-01283,34.00,45.30,38.60,28.70,61.90,7.10,770.00,34.90,1.84,9.20,437.00,red,west,Goa,kharif,drip,mungbean
SF-00973,28.00,52.30,48.30,26.90,73.20,6.60,707.70,27.50,1.85,8.90,1225.00,loam,north,Uttar Pradesh,rabi,drip,kidneybeans
SF-00628,111.30,40.30,61.50,30.30,81.40,6.70,2077.80,66.80,2.49,9.20,263.00,silty_loam,east,Odisha,kharif,rainfed,jute
SF-00633,112.80,31.10,75.00,33.30,85.40,6.50,2069.20,75.50,2.47,8.60,348.00,silty_loam,coastal,Andhra Pradesh,kharif,flood,jute
SF-01307,35.20,56.60,54.90,28.40,60.70,6.50,640.50,30.40,1.56,8.90,584.00,sandy_loam,south,Kerala,zaid,drip,mungbean
SF-01401,42.20,37.00,47.00,29.90,59.20,6.60,968.10,32.10,1.59,10.00,339.00,sandy_loam,coastal,Odisha,kharif,drip,blackgram
SF-01409,32.90,46.60,33.00,25.70,67.50,7.00,1003.80,36.20,1.66,9.40,538.00,loam,coastal,Tamil Nadu,kharif,drip,blackgram
SF-01249,29.90,43.20,37.60,26.10,62.90,6.50,735.70,34.00,1.69,9.00,522.00,loam,south,Kerala,zaid,rainfed,mungbean
SF-01873,77.60,40.90,68.00,15.60,66.20,6.80,924.30,38.90,3.08,8.60,1884.00,sandy_loam,north,Haryana,perennial,drip,apple
SF-01255,33.10,46.40,32.00,27.20,72.80,7.10,684.40,40.60,1.36,8.90,888.00,loam,west,Gujarat,kharif,drip,mungbean
SF-01497,48.00,48.90,46.40,24.00,56.60,6.50,918.20,26.80,2.11,10.10,261.00,sandy_loam,west,Gujarat,zaid,drip,groundnut
SF-01372,45.90,43.70,39.60,25.90,78.20,7.00,507.40,22.40,1.72,9.60,493.00,sandy_loam,south,Kerala,kharif,rainfed,blackgram
SF-01530,37.40,53.90,55.50,27.60,44.80,7.00,923.70,28.90,1.62,10.80,271.00,loam,coastal,Goa,zaid,sprinkler,groundnut
SF-01664,116.80,59.30,99.00,28.70,86.90,6.20,2019.30,53.70,3.06,10.50,408.00,loam,east,Bihar,kharif,flood,banana
SF-01355,35.20,39.80,36.20,28.50,69.00,7.20,691.80,30.90,2.48,10.10,530.00,loam,east,Assam,kharif,rainfed,blackgram
SF-01847,70.10,34.30,57.30,13.50,71.50,5.80,1285.70,44.70,3.02,8.20,1799.00,sandy_loam,hill,Himachal Pradesh,perennial,drip,apple
SF-01824,45.20,34.20,45.10,18.30,64.00,6.30,1113.20,47.90,3.07,7.40,2066.00,sandy_loam,hill,Himachal Pradesh,perennial,drip,apple
